id,name,url,price,status,categoryId,categoryName,groupId,vendorName,shop,created
448, Наушники беспроводные Sony WH1000XM3S.E  silver ,https://alser.kz//p/naushniki-besprovodnie-sony-wh1000xm3s-e-silver,164390,1,,Наушники для смартфонов,,,Alser,2020-04-20 07:02:41.427638
449, Наушники беспроводные Xiaomi Mi AirDots Pro ,https://alser.kz//p/xiaomi-mi-airdots-pro-white,31790,1,,Наушники для смартфонов,,,Alser,2020-04-20 07:02:41.458709
450, Наушники беспроводные Huawei  FreeBuds Live CM-H1C (White) ,https://alser.kz//p/huawei-freebuds-live-cm-h1c-white,33890,1,,Наушники для смартфонов,,,Alser,2020-04-20 07:02:41.489728
451, Наушники беспроводные Airpods с кейсом для беспроводной зарядки ,https://alser.kz//p/naushniki-besprovodnie-airpods-with-wireless-charging-case,93300,1,,Наушники для смартфонов,,,Alser,2020-04-20 07:02:41.521121
452, Наушники беспроводные  JBL ENDURSPRINT BLK ,https://alser.kz//p/kolonka-jbl-charge4-blk,16590,1,,Наушники для смартфонов,,,Alser,2020-04-20 07:02:41.552974
453, Наушники вставные Panasonic RP-HJE125E-P (Pink) ,https://alser.kz//p/naushniki-panasonic-rp-hje125e-k-pink,2990,1,,Наушники для смартфонов,,,Alser,2020-04-20 07:02:41.585738
454, Наушники вставные Panasonic RP-HJE125E K (Black) ,https://alser.kz//p/naushniki-panasonic-rp-hje125e-k-black,2990,1,,Наушники для смартфонов,,,Alser,2020-04-20 07:02:41.617307
455, Гарнитура Bluetooth RITMIX RH-480BTH черный ,https://alser.kz//p/garnitura-bluetooh-ritmix-rh-480bth-black,9147,1,,Наушники для смартфонов,,,Alser,2020-04-20 07:02:41.648995
456," Гарнитура Bluetooth RITMIX RH-480BTH, красный ",https://alser.kz//p/garnitura-bluetooh-ritmix-rh-480bth-red,5490,1,,Наушники для смартфонов,,,Alser,2020-04-20 07:02:41.680474
457, Наушники Sony WF-SP900BM ,https://alser.kz//p/naushniki-sony-wf-sp900bm,77900,1,,Наушники для смартфонов,,,Alser,2020-04-20 07:02:41.711579
458, Наушники беспроводные Samsung  Galaxy Buds SM-R170NZKASKZ black ,https://alser.kz//p/naushniki-besprovodnie-samsung-galaxy-buds-sm-r170nzkaskz-black,32990,1,,Наушники для смартфонов,,,Alser,2020-04-20 07:02:41.742613
459, Наушники беспроводные Samsung  Galaxy Buds SM-R170NZWASKZ white ,https://alser.kz//p/naushniki-besprovodnie-samsung-galaxy-buds-sm-r170nzwaskz-white,33390,1,,Наушники для смартфонов,,,Alser,2020-04-20 07:02:41.773748
460, Наушники беспроводные Samsung Level U EO-BG920BLEGRU Blue ,https://alser.kz//p/naushnik-samsung-level-u-eo-bg920blegru-blue,13890,1,,Наушники для смартфонов,,,Alser,2020-04-20 07:02:41.804814
461, Наушники беспроводные JBLLIVE200BTBLK ,https://alser.kz//p/naushniki-besprovodnie-jbllive200btdlk,24890,1,,Наушники для смартфонов,,,Alser,2020-04-20 07:02:41.835320
462, Наушники беспроводные  JBL LIVE 200BTRED ,https://alser.kz//p/naushniki-besprovodnie-jbllive200btred,19000,1,,Наушники для смартфонов,,,Alser,2020-04-20 07:02:50.024630
463, Наушники беспроводные JBL E55BTBLK ,https://alser.kz//p/naushniki-besprovodnie-jble55btblk,37490,1,,Наушники для смартфонов,,,Alser,2020-04-20 07:02:50.056856
464, Наушники вставные JBL T-205 CRM ,https://alser.kz//p/naushniki-vstavnye-jbl-t-205crm,6290,1,,Наушники для смартфонов,,,Alser,2020-04-20 07:02:50.087147
465, Наушники вставные Intro RX-210 черные ,https://alser.kz//p/naushniki-vstavnie-intro-rx-210-chernie,490,1,,Наушники для смартфонов,,,Alser,2020-04-20 07:02:50.117363
466, Наушники вставные Intro RX-210 красные ,https://alser.kz//p/naushniki-vstavnie-intro-rx-210-krasnie,490,1,,Наушники для смартфонов,,,Alser,2020-04-20 07:02:50.148197
467, Наушники вставные Intro RX-210 белые ,https://alser.kz//p/naushniki-vstavnie-intro-rx-210-belie,490,1,,Наушники для смартфонов,,,Alser,2020-04-20 07:02:50.202556
468, Наушники Plantronics BACKBEAT GO3/R ,https://alser.kz//p/naushniki-plantronics-backbeat-go3-r,40890,1,,Наушники для смартфонов,,,Alser,2020-04-20 07:02:50.283244
469, Наушники Panasonic RP-HS34E-K чёрный ,https://alser.kz//p/naushniki-panasonic-rp-hs34e-k-chjornij,5990,1,,Наушники для смартфонов,,,Alser,2020-04-20 07:02:50.316485
470," Наушники Sony Bluetooth MDRXB80BSB.E, черный ",https://alser.kz//p/naushniki-sony-mdrxb80bsb-e-bluetooth-black,53991,1,,Наушники для смартфонов,,,Alser,2020-04-20 07:02:50.347417
471," Наушники гарнитура Elari NanoPods, белый ",https://alser.kz//p/naushniki-garnitura-elari-nano-pods-belij,19990,1,,Наушники для смартфонов,,,Alser,2020-04-20 07:02:50.378867
472," Силиконовый чехол для AirPods, чёрный ",https://alser.kz//p/silikonovij-chehol-dlja-apple-airpods-chjornij,3990,1,,Наушники для смартфонов,,,Alser,2020-04-20 07:02:50.409646
473," Силиконовый чехол для AirPods, красный ",https://alser.kz//p/silikonovij-chehol-dlja--apple-airpods-krasnij,3990,1,,Наушники для смартфонов,,,Alser,2020-04-20 07:02:50.439770
474," Силиконовый чехол для Apple AirPods, синий ",https://alser.kz//p/silikonovij-chehol-dlja-apple-airpods-sinij,3990,1,,Наушники для смартфонов,,,Alser,2020-04-20 07:02:50.471086
475," Силиконовый чехол для Apple AirPods, белый ",https://alser.kz//p/silikonovij-chehol-dlja-airpods-belij,3990,1,,Наушники для смартфонов,,,Alser,2020-04-20 07:02:50.501441
476," Наушники беспроводные JBL T205BTBLU, синий ",https://alser.kz//p/naushniki-besprovodnie-jbl-t205btblu-sinij,13790,1,,Наушники для смартфонов,,,Alser,2020-04-20 07:02:50.532397
477," Наушники беспроводные JBL T205BTBLK, чёрный ",https://alser.kz//p/naushniki-besprovodnie-jbl-t205btblk-chjornij,13790,1,,Наушники для смартфонов,,,Alser,2020-04-20 07:02:50.562858
478, Наушники Elari NanoPods черный ,https://alser.kz//p/naushniki-elari-nanopods-chernyj,19990,1,,Наушники для смартфонов,,,Alser,2020-04-20 07:02:52.571197
479," Наушники Sony MDREX155L.E, синий ",https://alser.kz//p/naushniki-sony-mdrex155l-e-sinij,5990,1,,Наушники для смартфонов,,,Alser,2020-04-20 07:02:52.636998
480," Наушники Sony MDREX155APW.E, белый ",https://alser.kz//p/naushniki-sony-mdrex155apw-e-belyj,6900,1,,Наушники для смартфонов,,,Alser,2020-04-20 07:02:52.669436
481, Наушники Sony MDR-EX650 ,https://alser.kz//p/naushniki-sony-mdr-ex650,19900,1,,Наушники для смартфонов,,,Alser,2020-04-20 07:02:52.700339
482," Наушники беспроводные JBL JBLT205BTCGD, золотистый ",https://alser.kz//p/naushniki-besprovodnye-jbl-jblt205btcgd-zolotistyj,13700,1,,Наушники для смартфонов,,,Alser,2020-04-20 07:02:52.731868
483," Наушники вкладыши JBL JBLENDURRUNBNL, черный/желтый ",https://alser.kz//p/naushniki-vkladyshi-jbl-jblendurrunbnl-chernyj-zheltyj,9490,1,,Наушники для смартфонов,,,Alser,2020-04-20 07:02:52.762150
484," Наушники вкладыши JBL JBLENDURRUNBLK, черные ",https://alser.kz//p/naushniki-vkladyshi-jbl-jblendurrunblk-chernye,9490,1,,Наушники для смартфонов,,,Alser,2020-04-20 07:02:52.793023
485, Наушники беспроводные JBLT110BTBLK ,https://alser.kz//p/naushniki-besprovodnye-jblt110btblk,9700,1,,Наушники для смартфонов,,,Alser,2020-04-20 07:02:52.824943
486," Наушники-накладные Sony MDRXB550AP, черный ",https://alser.kz//p/naushniki-vkladyshi-sony-mdrxb550ap,14190,1,,Наушники для смартфонов,,,Alser,2020-04-20 07:02:52.855222
487," Наушники Sony MDREX250APW.E, белый ",https://alser.kz//p/naushniki-sony-mdrex250apw-e-belyj,8490,1,,Наушники для смартфонов,,,Alser,2020-04-20 07:02:52.885704
488," Наушники Sony MDREX250APLI.E, синий ",https://alser.kz//p/naushniki-sony-mdrex250apli-blue,8490,1,,Наушники для смартфонов,,,Alser,2020-04-20 07:02:52.916670
489," Наушники-вкладыши Sony MDRAS410APW.E, белый ",https://alser.kz//p/naushniki-vkladyshi-sony-mdras410apw-e,9490,1,,Наушники для смартфонов,,,Alser,2020-04-20 07:02:52.946797
490," Наушники Sony MDRAS210APW.E, белый ",https://alser.kz//p/naushniki-sony-mdras210apw-e-white,8490,1,,Наушники для смартфонов,,,Alser,2020-04-20 07:02:52.976906
491," Наушники JBL JBLE65BTNCWHT, белый ",https://alser.kz//p/naushniki-jbl-jble65btncwht-white,59800,1,,Наушники для смартфонов,,,Alser,2020-04-20 07:02:53.006275
492," Наушники JBL JBLE65BTNCBLK, черный ",https://alser.kz//p/naushniki-jbl-jble65btncblk-black,59800,1,,Наушники для смартфонов,,,Alser,2020-04-20 07:02:53.037388
493," Наушники JBL JBLE55BTBLU, синий ",https://alser.kz//p/naushniki-jbl-jble55btblu-blue,33890,1,,Наушники для смартфонов,,,Alser,2020-04-20 07:02:53.067443
494," Наушники JBL JBLE55BTRED, красный ",https://alser.kz//p/naushniki-jbl-jble55btred-red,39990,1,,Наушники для смартфонов,,,Alser,2020-04-20 07:02:55.013325
495," Наушники JBL JBLE55BTWHT, белый ",https://alser.kz//p/naushniki-jbl-jble55btwht-white,39990,1,,Наушники для смартфонов,,,Alser,2020-04-20 07:02:55.083494
496, Наушники беспроводные JBL JBLT110BTWHT ,https://alser.kz//p/naushniki-besprovodnye-jbl-jblt110btwht,9690,1,,Наушники для смартфонов,,,Alser,2020-04-20 07:02:55.119602
497, Наушники беспроводные JBL JBLT110BTGRY ,https://alser.kz//p/naushniki-besprovodnye-jbl-jblt110btgry,9890,1,,Наушники для смартфонов,,,Alser,2020-04-20 07:02:55.158921
498, Наушники беспроводные JBL JBLT110BTBLU ,https://alser.kz//p/naushniki-besprovodnye-jbl-jblt110btblu,9890,1,,Наушники для смартфонов,,,Alser,2020-04-20 07:02:55.195757
499," Наушники беспроводные Sony WIH700N.М, золотистый ",https://alser.kz//p/naushniki-besprovodnye-sony-wih700n-m-gold,28500,1,,Наушники для смартфонов,,,Alser,2020-04-20 07:02:55.231681
500," Наушники беспроводные Sony WIH700L.М, синий ",https://alser.kz//p/naushniki-besprovodnye-sony-wih700l-m-blue,28800,1,,Наушники для смартфонов,,,Alser,2020-04-20 07:02:55.264483
501," Наушники беспроводные Sony WIH700G.М, зеленый ",https://alser.kz//p/naushniki-besprovodnye-sony-wih700g-m-green,28500,1,,Наушники для смартфонов,,,Alser,2020-04-20 07:02:55.303310
502," Наушники беспроводные Sony WIH700B.M, серый ",https://alser.kz//p/naushniki-besprovodnye-sony-wih700b-m,28500,1,,Наушники для смартфонов,,,Alser,2020-04-20 07:02:55.338776
503," Наушники беспроводные Sony WHCH400L.Z, синий ",https://alser.kz//p/naushniki-besprovodnye-sony-whch400l-z-blue,14190,1,,Наушники для смартфонов,,,Alser,2020-04-20 07:02:55.370309
504," Наушники беспроводные Sony WHCH400H.Z, серый ",https://alser.kz//p/naushniki-besprovodnye-sony-whch400h-z-gray,14190,1,,Наушники для смартфонов,,,Alser,2020-04-20 07:02:55.404000
505," Наушники беспроводные Sony WHCH400B.Е, чёрный ",https://alser.kz//p/naushniki-besprovodnye-sony-whch400b-e-black,15990,1,,Наушники для смартфонов,,,Alser,2020-04-20 07:02:55.434908
506, Наушники беспроводные Sony WIC300W.E ,https://alser.kz//p/naushniki-besprovodnye-sony-wic300w-e,11490,1,,Наушники для смартфонов,,,Alser,2020-04-20 07:02:55.465982
507, Наушники беспроводные Sony WIC300L.E ,https://alser.kz//p/naushniki-besprovodnye-sony-wic300l-e,11990,1,,Наушники для смартфонов,,,Alser,2020-04-20 07:02:55.497849
508, Наушники беспроводные Sony WIC300B.E ,https://alser.kz//p/naushniki-besprovodnye-sony-wic300b-3,11490,1,,Наушники для смартфонов,,,Alser,2020-04-20 07:02:55.527564
509," Наушники вставные с микрофоном Samsung EO-HS1303GEGRU, зеленые ",https://alser.kz//p/naushniki-samsung-eo-hs1303gegru,2990,1,,Наушники для смартфонов,,,Alser,2020-04-20 07:02:55.557070
510, Гарнитура APPLE Accessories MMTN2ZMA ,https://alser.kz//p/garnitura-apple-accessories-mmtn2zma,11990,1,,Наушники для смартфонов,,,Alser,2020-04-20 07:02:57.418120
511," Наушники накладные Sony MDRXB550APW.E, белый ",https://alser.kz//p/naushniki-sony-mdrxb550apw-e,13490,1,,Наушники для смартфонов,,,Alser,2020-04-20 07:02:57.472034
512, Наушники накладные MDRZX310APW.CE7 (white) ,https://alser.kz//p/naushniki-sony-mdrzx310apw-ce7,7990,1,,Наушники для смартфонов,,,Alser,2020-04-20 07:02:57.502082
513, Наушники накладные Sony MDRZX310APB.CE7 ,https://alser.kz//p/naushniki-sony-mdrzx310apb-ce7,6890,1,,Наушники для смартфонов,,,Alser,2020-04-20 07:02:57.531859
514," Наушники вставные Sony MDR-E9LP, синий ",https://alser.kz//p/naushniki-sony-mdr-e9lp-blue,2990,1,,Наушники для смартфонов,,,Alser,2020-04-20 07:02:57.562087
515," Наушники вставные Sony MDR-E9LP, серый ",https://alser.kz//p/naushniki-sony-mdr-e9lp-grey,2990,1,,Наушники для смартфонов,,,Alser,2020-04-20 07:02:57.593315
516," Наушники вставные Sony MDR-E9LP, черный ",https://alser.kz//p/naushniki-sony-mdr-e9lp-black,2990,1,,Наушники для смартфонов,,,Alser,2020-04-20 07:02:57.623111
517," Гарнитура Apple EarPods (MNHF2ZM/A), белая ",https://alser.kz//p/garnitura-apple-earpods-mnhf2zm-a-belaja,13990,1,,Наушники для смартфонов,,,Alser,2020-04-20 07:02:57.653467
518," Наушники беспроводные Samsung Flex, синий ",https://alser.kz//p/naushniki-besprovodnye-samsung-flex-blue,17990,1,,Наушники для смартфонов,,,Alser,2020-04-20 07:02:57.685109
519," Наушники беспроводные Samsung Flex, EO-BG950CWEGRU, цвет Ivory (слоновая кость) ",https://alser.kz//p/naushniki-besprovodnye-samsung-headphones-flex,17990,1,,Наушники для смартфонов,,,Alser,2020-04-20 07:02:57.715146
520," Наушники беспроводные Samsung Flex, черный ",https://alser.kz//p/naushniki-besprovodnye-samsung-flex-black,17790,1,,Наушники для смартфонов,,,Alser,2020-04-20 07:02:57.745427
521," Наушники беспроводные Sony WIC400W.Z, белый ",https://alser.kz//p/naushniki-besprovodnye-sony-wic400w-z-white,17590,1,,Наушники для смартфонов,,,Alser,2020-04-20 07:02:57.777376
522," Наушники беспроводные Sony WIC400B.Z, чёрный ",https://alser.kz//p/naushniki-besprovodnye-sony-wic400b-z-black,17800,1,,Наушники для смартфонов,,,Alser,2020-04-20 07:02:57.807579
523," Наушники с микрофоном Sony MDR-EX155AP, черный ",https://alser.kz//p/naushniki-s-mikrofonom-sony-mdr-ex155ap-chernyj,5290,1,,Наушники для смартфонов,,,Alser,2020-04-20 07:02:57.837456
524," Наушники Sony MDR-EX155, черный ",https://alser.kz//p/naushniki-sony-mdr-ex155-chernyj,5890,1,,Наушники для смартфонов,,,Alser,2020-04-20 07:02:57.868167
525," Наушники вставные JBL T110, чёрный ",https://alser.kz//p/naushniki-vstavnye-jbl-t110-chjornyj,3490,1,,Наушники для смартфонов,,,Alser,2020-04-20 07:02:57.898399
526, Наушники вставные JBL T110 синий ,https://alser.kz//p/naushniki-vstavnye-jbl-t110-sinij,4290,1,,Наушники для смартфонов,,,Alser,2020-04-20 07:02:59.822851
527, Наушники вставные JBL T110 белый ,https://alser.kz//p/naushniki-vstavnye-jbl-t110-belyj,4290,1,,Наушники для смартфонов,,,Alser,2020-04-20 07:02:59.878844
528, Гарнитура проводная Samsung EO-HS1303WEGRU белый ,https://alser.kz//p/garnitura-provodnaja-samsung-eo-hs1303wegru-belyj,2990,1,,Наушники для смартфонов,,,Alser,2020-04-20 07:02:59.909399
529, Гарнитура проводная Samsung EO-HS1303BEGRU черный ,https://alser.kz//p/garnitura-provodnaja-samsung-eo-hs1303begru-chernyj,2990,1,,Наушники для смартфонов,,,Alser,2020-04-20 07:02:59.941118
530," Наушники беспроводные Sony MDR-XB70BT/BZ, черный ",https://alser.kz//p/bluetooth-stereogarnitura-sony-mdr-xb70bt-cernyj,25490,1,,Наушники для смартфонов,,,Alser,2020-04-20 07:02:59.973293
531," Наушники вставные SVEN SEB-B270MV, черный / красный ",https://alser.kz//p/naushniki-sven-seb-b270mv-red,9334,1,,Наушники для смартфонов,,,Alser,2020-04-20 07:03:00.004930
532," Гарнитура Sven SEB-B265MV, черный ",https://alser.kz//p/garnitura-sven-seb-b265mv-chernyj,8630,1,,Наушники для смартфонов,,,Alser,2020-04-20 07:03:00.035790
533," Наушники с микрофоном Sven AP-525MV, черный ",https://alser.kz//p/naushniki-s-mikrofonom-sven-ap-525mv-chernyj,3890,1,,Наушники для смартфонов,,,Alser,2020-04-20 07:03:00.066863
534," Наушники Sony MDR-EX15LP, розовый ",https://alser.kz//p/naushniki-sony-mdr-ex15lp-rozovij,3490,1,,Наушники для смартфонов,,,Alser,2020-04-20 07:03:00.097646
535," Наушники Sony с микрофоном MDR-ZX110AP BC, черные ",https://alser.kz//p/naushniki-sony-s-mikrofonom-mdr-zx110ap-bc-chernye,6700,1,,Наушники для смартфонов,,,Alser,2020-04-20 07:03:00.129840
536," Наушники Samsung Level U, белый ",https://alser.kz//p/naushniki-samsung-level-u-belyj,14990,1,,Наушники для смартфонов,,,Alser,2020-04-20 07:03:00.161246
537," Наушники беспроводные Samsung Level U EO-BG920BFEGRU, золотой ",https://alser.kz//p/naushniki-bluetooth-samsung-level-u-gold-eo-bg920bfegru,14690,1,,Наушники для смартфонов,,,Alser,2020-04-20 07:03:00.192441
538," Наушники беспроводные Samsung Level U EO-BG920BBEGRU, черный ",https://alser.kz//p/naushniki-bluetooth-samsung-level-u-black-eo-bg920bbegru,14990,1,,Наушники для смартфонов,,,Alser,2020-04-20 07:03:00.223750
539," Наушники Sony MDR-XD150BС(AE), черные ",https://alser.kz//p/naushniki-sony-mdr-xd150bs-ae-chernye,4990,1,,Наушники для смартфонов,,,Alser,2020-04-20 07:03:00.254875
540, Гарнитура проводная Samsung EO-EG920LLEGRU синий ,https://alser.kz//p/garnitura-provodnaja-samsung-eo-eg920llegru-sinij,4890,1,,Наушники для смартфонов,,,Alser,2020-04-20 07:03:00.285741
541, Гарнитура проводная Samsung EO-EG920LREGRU красный ,https://alser.kz//p/garnitura-provodnaja-samsung-eo-eg920lregru-krasnyj,4890,1,,Наушники для смартфонов,,,Alser,2020-04-20 07:03:00.317333
542, Гарнитура проводная Samsung EO-EG920LBEGRU  черный ,https://alser.kz//p/garnitura-provodnaja-samsung-eo-eg920lbegru-chernyj,4890,1,,Наушники для смартфонов,,,Alser,2020-04-20 07:03:02.032829
543, Гарнитура проводная Samsung EO-EG920LBEGRU  белый ,https://alser.kz//p/garnitura-provodnaja-samsung-eo-eg920lbegru-belyj,4890,1,,Наушники для смартфонов,,,Alser,2020-04-20 07:03:02.092721
544, Наушники Sony MDR-ZX310LP ,https://alser.kz//p/naushniki-sony-mdr-zx310lp,7990,1,,Наушники для смартфонов,,,Alser,2020-04-20 07:03:02.126084
545," Наушники Sony MDR-ZX110/BC(AE), черные ",https://alser.kz//p/naushniki-sony-mdr-zx110-bc-ae-chernye,5490,1,,Наушники для смартфонов,,,Alser,2020-04-20 07:03:02.156369
546," Наушники Sony MDR-ZX310, белый ",https://alser.kz//p/naushniki-sony-mdr-zx310-belyj,7900,1,,Наушники для смартфонов,,,Alser,2020-04-20 07:03:02.189489
547," Наушники Sony MDR-ZX310/BQ(AE), черный ",https://alser.kz//p/naushniki-sony-mdr-zx310-bq-ae-chernyj,7990,1,,Наушники для смартфонов,,,Alser,2020-04-20 07:03:02.223005
548," Наушники вставные Sony MDR-EX15AP, черный ",https://alser.kz//p/naushniki-sony-mdr-ex15ap-black,3990,1,,Наушники для смартфонов,,,Alser,2020-04-20 07:03:02.254298
549," Наушники вставные Sony MDR-EX15AP, белый ",https://alser.kz//p/naushniki-sony-mdr-ex15ap-white,3990,1,,Наушники для смартфонов,,,Alser,2020-04-20 07:03:02.286036
550," Наушники вставные Sony MDR-EX15AP, фиолетовый ",https://alser.kz//p/naushniki-sony-mdr-ex15ap-fiolet,3990,1,,Наушники для смартфонов,,,Alser,2020-04-20 07:03:02.317808
551," Наушники вставные Sony MDR-EX15AP, синий ",https://alser.kz//p/naushniki-sony-mdr-ex15ap-blue,3990,1,,Наушники для смартфонов,,,Alser,2020-04-20 07:03:02.349414
552," Наушники Sony MDR-EX15LP/WZ/WC(AE), белый ",https://alser.kz//p/naushniki-sony-mdr-ex15lp-wz-wc-ae-belij,3490,1,,Наушники для смартфонов,,,Alser,2020-04-20 07:03:02.379669
553," Наушники Sony MDR-EX15LP/VZ/VC(AE), фиолетовый ",https://alser.kz//p/naushniki-sony-mdr-ex15lp-vz-vc-ae-fioletovij,3490,1,,Наушники для смартфонов,,,Alser,2020-04-20 07:03:02.410682
554," Наушники вставные Sony MDR-EX15LPLIZ, синий ",https://alser.kz//p/naushniki-sony-mdr-ex15lpliz-blue,3490,1,,Наушники для смартфонов,,,Alser,2020-04-20 07:03:02.441856
555," Наушники Sony MDR-EX15LP/BZ/BC, чёрный ",https://alser.kz//p/naushniki-sony-mdr-ex15lp-bz-bc-chojrnij,3490,1,,Наушники для смартфонов,,,Alser,2020-04-20 07:03:02.472714
556," Наушники Sony MDRXD150/WC(AE), белые ",https://alser.kz//p/naushniki-sony-mdrxd150-wc-ae-belye,6790,1,,Наушники для смартфонов,,,Alser,2020-04-20 07:03:02.503746
557," Наушники Panasonic RP-HJE125E, белый ",https://alser.kz//p/naushniki-panasonic-rp-hje125e-belyj,2990,1,,Наушники для смартфонов,,,Alser,2020-04-20 07:03:02.536528
558, Телевизор SAMSUNG UE43T5300AUXCE Smart Full HD ,https://alser.kz//p/televizor-samsung-ue43t5300auxce-smart-full-hd,146290,1,,Все телевизоры,,,Alser,2020-04-20 07:03:48.137918
559, Телевизор Samsung UE49N5000AUXCE ,https://alser.kz//p/televizor-samsung-ue49n5000auxce,159990,1,,Все телевизоры,,,Alser,2020-04-20 07:03:48.173462
560," Телевизор Xiaomi Mi TV 4A 32"" Global version ",https://alser.kz//p/televizor-xiaomi-mi-tv-4a-32-global-version,79590,1,,Все телевизоры,,,Alser,2020-04-20 07:03:48.206426
561, Телевизор KIVI 40F600GR Full HD Smart TV ,https://alser.kz//p/televizor-kivi-40f600gr-full-hd-smart-tv,89890,1,,Все телевизоры,,,Alser,2020-04-20 07:03:48.271034
562," Телевизор TCL L55C8M Smart 4K UHD 55"" ",https://alser.kz//p/televizor-tcl-l55c8m-smart-4k-uhd,288890,1,,Все телевизоры,,,Alser,2020-04-20 07:03:48.326336
563," Телевизор SONY KD65XG8096BR2 Smart 4K UHD 65"" ",https://alser.kz//p/televizor-sony-kd65xg8096br2-smart-4k-uhd,599990,1,,Все телевизоры,,,Alser,2020-04-20 07:03:48.357277
564," Телевизор Toshiba 55U5850 Smart 4K UHD 55"" ",https://alser.kz//p/televizor-toshiba-55u5850-smart-4k-uhd,199490,1,,Все телевизоры,,,Alser,2020-04-20 07:03:48.388088
565," Телевизор Xiaomi Mi TV 4S EU 43"" 28Gb ",https://alser.kz//p/televizor-xiaomi-mi-tv-4s-eu-43-28gb,153290,1,,Все телевизоры,,,Alser,2020-04-20 07:03:48.417998
566," Телевизор Toshiba 49U5850 Smart 4K UHD 49"" ",https://alser.kz//p/televizor-toshiba-49u5850-smart-4k-uhd,169690,1,,Все телевизоры,,,Alser,2020-04-20 07:03:48.447900
567," Телевизор Toshiba L5780 Smart Full HD 49"" ",https://alser.kz//p/televizor-toshiba-49l5780-smart-full-hd,149990,1,,Все телевизоры,,,Alser,2020-04-20 07:03:48.477746
568," Телевизор Toshiba L5780 HD Smart 32"" ",https://alser.kz//p/televizor-toshiba-32l5780-hd-smart,79990,1,,Все телевизоры,,,Alser,2020-04-20 07:03:48.507978
569," Телевизор Toshiba S2850HD 40"" ",https://alser.kz//p/televizor-toshiba-40s2850-hd,89990,1,,Все телевизоры,,,Alser,2020-04-20 07:03:48.538477
570," Телевизор Toshiba S2850HD 32"" ",https://alser.kz//p/televizor-toshiba-32s2850-hd,64990,1,,Все телевизоры,,,Alser,2020-04-20 07:03:48.568451
571," Телевизор Xiaomi Mi TV 4S, 55"" ",https://alser.kz//p/televizor-xiaomi-mi-tv-4s-55,194690,1,,Все телевизоры,,,Alser,2020-04-20 07:03:48.598566
572, Телевизор KIVI 50U600GR Smart 4K UHD ,https://alser.kz//p/televizor-kivi-50u600gr-smart-4k-uhd,159890,1,,Все телевизоры,,,Alser,2020-04-20 07:03:48.629277
573," Телевизор KIVI 32H600GR HD Smart TV 32"" ",https://alser.kz//p/televizor-kivi-32h600gr-hd-smart-tv,64890,1,,Все телевизоры,,,Alser,2020-04-20 07:03:48.659173
574, Телевизор SAMSUNG UE43RU7200UXCE Smart 4K ,https://alser.kz//p/televizor-samsung-ue43ru7200uxce-smart-4k,182490,1,,Все телевизоры,,,Alser,2020-04-20 07:03:50.699678
575, Телевизор SONY KD65XG7096BR2 Smart 4K UHD ,https://alser.kz//p/televizor-sony-kd65xg7096br2-smart-4k-uhd095632,444690,1,,Все телевизоры,,,Alser,2020-04-20 07:03:50.792618
576, Телевизор SONY KD49XG7005BR Smart 4K UHD ,https://alser.kz//p/televizor-sony-kd49xg7005br-smart-4k-uhd,269090,1,,Все телевизоры,,,Alser,2020-04-20 07:03:50.831193
577, Телевизор TCL L55P8M 4K UHD ,https://alser.kz//p/televizor-tcl-l55p8m-4k-uhd,219690,1,,Все телевизоры,,,Alser,2020-04-20 07:03:50.864331
578, Телевизор TCL L50P8M 4K UHD ,https://alser.kz//p/televizor-tcl-l50p8m-4k-uhd,169690,1,,Все телевизоры,,,Alser,2020-04-20 07:03:50.897437
579, Телевизор LG 43LM5700PLA Smart Full HD ,https://alser.kz//p/televizor-lg-43lm5700pla-smart-full-hd,132590,1,,Все телевизоры,,,Alser,2020-04-20 07:03:50.937603
580, Телевизор LG 50UM7450PLA Smart 4K UHD ,https://alser.kz//p/televizor-lg-50um7450pla-smart-4k-uhd,232580,1,,Все телевизоры,,,Alser,2020-04-20 07:03:50.968288
581, Телевизор Changhong L32G5CT ,https://alser.kz//p/televizor-changhong-l32g5ct,53990,1,,Все телевизоры,,,Alser,2020-04-20 07:03:50.999347
582, Телевизор LED TCL 32 S6500 HD Smart ,https://alser.kz//p/televizor-led-tcl-32-s6500-hd-smart,78090,1,,Все телевизоры,,,Alser,2020-04-20 07:03:51.029730
583, Телевизор LED LG 55UM7300PLB черный ,https://alser.kz//p/televizor-led-lg-55um7300plb-cernyj,228290,1,,Все телевизоры,,,Alser,2020-04-20 07:03:51.060714
584, Телевизор SAMSUNG The SERIF QE55LS01RAUXRU Smart 4K QLED ,https://alser.kz//p/televizor-samsung-the-serif-qe55ls01rauxru-smart-4k-qled,599990,1,,Все телевизоры,,,Alser,2020-04-20 07:03:51.090574
585, Телевизор SAMSUNG The SERIF QE49LS01RAUXRU Smart 4K QLED ,https://alser.kz//p/televizor-samsung-the-serif-qe49ls01rauxru-smart-4k-qled,499990,1,,Все телевизоры,,,Alser,2020-04-20 07:03:51.121683
586, Телевизор SAMSUNG The SERIF QE43LS01RAUXRU Smart 4K QLED ,https://alser.kz//p/televizor-samsung-the-serif-qe43ls01rauxru-smart-4k-qled,399990,1,,Все телевизоры,,,Alser,2020-04-20 07:03:51.152207
